TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Deposit,Geohazards,DUNSMORE MOUNTAIN,DM1P,,block field,Unknown,,Buncombe,,0,355,Dr. Michalek,0,3320,2960,,2215,443,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.44908,-82.72262,block field
Deposit,Geohazards,SANDYMUSH,SM5,,debris fan,Unknown,,Madison,,0,160,Dr. Michalek,0,2600,2280,,3232,1148,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.71414,-82.80695,debris fan
Deposit,Geohazards,SANDYMUSH,SM6,,debris fan,Unknown,,Madison,,0,159,Dr. Michalek,0,2560,2280,,3396,2789,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.70784,-82.81088,debris fan
Deposit,Geohazards,SANDYMUSH,SM7,,debris fan,Unknown,,Madison,,0,35,Dr. Michalek,0,2560,2400,,1132,262,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.6955,-82.81667,debris fan
Deposit,Geohazards,SANDYMUSH,SM9,,debris fan,Unknown,,Madison,,0,70,Dr. Michalek,0,3040,2720,,1706,525,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.69337,-82.83216,debris fan
Deposit,Geohazards,SANDYMUSH,SM9,,debris fan,Unknown,,Madison,,0,297,Dr. Michalek,0,3120,2960,,1230,689,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.73786,-82.83669,debris fan
Deposit,Geohazards,SANDYMUSH,SM10,,debris fan,Unknown,,Madison,,0,15,Dr. Michalek,0,2920,2680,,1394,1837,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.7334,-82.85158,debris fan
Deposit,Geohazards,SANDYMUSH,SM11,,debris fan,Unknown,,Madison,,0,65,Dr. Michalek,0,2920,2640,,1312,541,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.73847,-82.85872,debris fan
Deposit,Geohazards,BOONE,BN3,,block field,Unknown,,Watauga,,0,47,Dr. Michalek,0,3720,3400,,2231,148,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17733,-81.69746,block field
Deposit,Geohazards,BOONE,BN4,,block field,Unknown,,Watauga,,0,308,Dr. Michalek,0,4000,3840,,919,1673,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16931,-81.67647,block field
Deposit,Geohazards,BOONE,BN5,,block field,Unknown,,Watauga,,0,13,Dr. Michalek,0,3360,3200,,755,98,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.199,-81.7255,block field
Deposit,Geohazards,BOONE,BN6,,debris fan,Unknown,,Watauga,,0,115,Dr. Michalek,0,2920,2840,,771,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.20387,-81.74045,debris fan
Deposit,Geohazards,BOONE,BN7,,debris fan,Unknown,,Watauga,,0,331,Dr. Michalek,0,3120,2840,,1542,410,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19671,-81.73351,debris fan
Deposit,Geohazards,BOONE,BN8,,debris fan,Unknown,,Watauga,,0,331,Dr. Michalek,0,3400,3040,,1542,591,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.20224,-81.71588,debris fan
Deposit,Geohazards,BOONE,BN9,,debris fan,Unknown,,Watauga,,0,104,Dr. Michalek,0,3640,3560,,640,394,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19394,-81.70207,debris fan
Process,Blue Ridge Parkway,BUNCHES BALD,RBB-10,Rock Fall,,Unknown,1/26/2005,Haywood,Blue Ridge Parkway,319,48,NCGS,4790,0,4700,Road Cut,125,110,8,0,Material in road,,Material falling while at site,,,"RW, RL",35.51247,-83.1588,Rock Fall
Deposit,Blue Ridge Parkway,BUNCHES BALD,RBB-11,,block stream,Unknown,1/26/2005,Haywood,Blue Ridge Parkway,0,104,MCGS,0,4720,4400,Unmodified,0,0,0,0,,,Just north of intersection with U.S. Highway 19,,,"RW, RL",35.50216,-83.15581,block stream
Process,Geohazards,BIG RIDGE,Bear Creek Reservoir,Debris Flow,,09/16-17/2004,2/1/2005,Jackson,Private road off N.C. Highway 281,0,115,Bobby and Ann Setzer--Homeowners,2645,0,2520,Embankment - Not Road Related,32,15,5,0,Destroyed cabin,Failed during Hurricane Ivan,Soil sediment 2 is locally sensitive,,,"RW, RL",35.24599,-83.06272,Debris Flow
Deposit,Geohazards,BOONE,BN11,,debris fan,Unknown,,Watauga,,0,334,Dr. Michalek,0,3200,2920,,1394,591,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.20108,-81.725,debris fan
Deposit,Geohazards,BOONE,BN12,,debris fan,Unknown,,Watauga,,0,302,Dr. Michalek,0,2960,2840,,771,394,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19927,-81.73382,debris fan
Deposit,Geohazards,BOONE,BN13,,debris fan,Unknown,,Watauga,,0,328,Dr. Michalek,0,3160,2760,,2083,394,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.1907,-81.73966,debris fan
Deposit,Geohazards,BOONE,BN14,,debris fan,Unknown,,Watauga,,0,348,Dr. Michalek,0,3600,3500,,1214,361,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19106,-81.70876,debris fan
Deposit,Geohazards,BOONE,BN15,,debris fan,Unknown,,Watauga,,0,318,Dr. Michalek,0,3880,3800,,1132,1001,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.18018,-81.7061,debris fan
Deposit,Geohazards,BOONE,BN16,,debris fan,Unknown,,Watauga,,0,276,Dr. Michalek,0,3400,3240,,1214,525,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17076,-81.7168,debris fan
Deposit,Geohazards,BOONE,BN17,,debris fan,Unknown,,Watauga,,0,240,Dr. Michalek,0,3600,3440,,656,361,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16472,-81.72004,debris fan
Deposit,Geohazards,BALD CREEK,BC4,,debris fan,Unknown,,Yancey,,0,354,Dr. Michalek,0,2640,2560,,541,591,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.98098,-82.42106,debris fan
Deposit,Geohazards,BALD CREEK,BC5,,debris fan,Unknown,,Yancey,,0,347,Dr. Michalek,0,2960,2840,,951,617,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97545,-82.44759,debris fan
Deposit,Geohazards,BALD CREEK,BC6,,debris fan,Unknown,,Yancey,,0,6,Dr. Michalek,0,3480,3080,,2313,1837,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.96108,-82.46263,debris fan
Deposit,Geohazards,BALD CREEK,BC7,,debris fan,Unknown,,Yancey,,0,151,Dr. Michalek,0,3360,3160,,1329,771,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.96942,-82.47009,debris fan
Deposit,Geohazards,BALD CREEK,BC8,,debris fan,Unknown,,Yancey,,0,350,Dr. Michalek,0,3520,3200,,2674,738,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.95833,-82.47462,debris fan
Deposit,Geohazards,BALD CREEK,BC9,,block field,Unknown,,Yancey,,0,289,Dr. Michalek,0,3160,2960,,558,1837,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97173,-82.4221,block field
Deposit,Geohazards,BALD CREEK,BC10,,debris fan,Unknown,,Yancey,,0,326,Dr. Michalek,0,3680,3200,,2789,1968,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.96015,-82.45146,debris fan
Process,Geohazards,BUFFALO COVE,Winding Stair Mtn Embankment Failure,Debris Slide,,Unknown,7/23/2004,Caldwell,Buffalo Cove Road,250,353,NCGS,1530,0,0,Road Embankment,100,340,30,0,Eroding headward toward road; possible sediment into creek below,Unknown,,,,"RW, RL",36.05748,-81.52381,Debris Slide
Deposit,Geohazards,BALD CREEK,BC1,,debris fan,Unknown,,Yancey,,0,17,Dr. Michalek,0,3520,2720,,2772,2510,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97352,-82.43816,debris fan
Deposit,Geohazards,BALD CREEK,BC2,,debris fan,Unknown,,Yancey,,0,216,Dr. Michalek,0,2600,2400,,1345,230,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.97172,-82.38802,debris fan
Deposit,Geohazards,BALD CREEK,BC3,,debris fan,Unknown,,Yancey,,0,64,Dr. Michalek,0,2720,2400,,1575,131,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.96497,-82.39474,debris fan
Deposit,Geohazards,BARNARDSVILLE,BD1,,debris fan,Unknown,,Buncombe,,0,341,Dr. Michalek,0,3200,2920,,1608,820,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.78988,-82.37801,debris fan
Deposit,Geohazards,BARNARDSVILLE,BD2,,debris fan,Unknown,,Buncombe,,0,201,Dr. Michalek,0,2800,2520,,2001,1739,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.79585,-82.40071,debris fan
Deposit,Geohazards,BARNARDSVILLE,BD3,,debris fan,Unknown,,Buncombe,,0,354,Dr. Michalek,0,2840,2640,,1066,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.78549,-82.39586,debris fan
Deposit,Geohazards,BARNARDSVILLE,BD4,,debris fan,Unknown,,Buncombe,,0,185,Dr. Michalek,0,2600,2360,,1558,1755,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.79145,-82.42941,debris fan
Deposit,Geohazards,BURNSVILLE,BU1,,debris fan,Unknown,,Yancey,,0,35,Dr. Michalek,0,3080,2680,,3264,2067,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.93901,-82.2852,debris fan
Deposit,Geohazards,BURNSVILLE,BU2,,debris fan,Unknown,,Yancey,,0,299,Dr. Michalek,0,3200,2840,,1755,1378,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.88793,-82.27572,debris fan
Deposit,Geohazards,BURNSVILLE,BU3,,debris fan,Unknown,,Yancey,,0,226,Dr. Michalek,0,3080,2800,,1755,1230,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.89819,-82.27865,debris fan
Deposit,Geohazards,CLYDE,CL1,,debris fan,Unknown,,Haywood,,0,198,Dr. Michalek,0,2800,2600,,869,476,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.60533,-82.93468,debris fan
Deposit,Geohazards,CLYDE,CL2,,debris fan,Unknown,,Haywood,,0,284,Dr. Michalek,0,2760,2560,,1624,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.61048,-82.93044,debris fan
Deposit,Geohazards,FINES CREEK,FC1,,debris fan,Unknown,,Haywood,,0,192,Dr. Michalek,0,3360,2960,,2986,656,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.6389,-82.92459,debris fan
Deposit,Geohazards,FINES CREEK,FC2,,debris fan,Unknown,,Haywood,,0,253,Dr. Michalek,0,3640,2920,,5134,525,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.64642,-82.92605,debris fan
Deposit,Geohazards,FINES CREEK,FC3,,debris fan,Unknown,,Haywood,,0,64,Dr. Michalek,0,3520,2960,,3478,1083,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.65036,-82.94753,debris fan
Deposit,Geohazards,FINES CREEK,FC4,,debris fan,Unknown,,Haywood,,0,290,Dr. Michalek,0,3400,3000,,1624,1017,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.65569,-82.9336,debris fan
Deposit,Geohazards,FINES CREEK,FC6,,debris fan,Unknown,,Haywood,,0,349,Dr. Michalek,0,3920,2800,,7480,4364,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.65683,-82.91833,debris fan
Deposit,Geohazards,FINES CREEK,FC7,,debris fan,Unknown,,Madison,,0,164,Dr. Michalek,0,3080,2720,,1722,1001,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.73319,-82.87972,debris fan
Deposit,Geohazards,LEMON GAP,LG1,,debris fan,Unknown,,Madison,,0,,Dr. Michalek,0,2600,2320,,1083,1066,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.81013,-82.87922,debris fan
Deposit,Geohazards,LEMON GAP,LG2,,debris fan,Unknown,,Madison,,0,154,Dr. Michalek,0,3400,3280,,1083,443,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.80894,-82.9212,debris fan
Deposit,Geohazards,LEMON GAP,LG3,,debris fan,Unknown,,Madison,,0,115,Dr. Michalek,0,3400,3000,,2264,623,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.82623,-82.93394,debris fan
Deposit,Geohazards,LEMON GAP,LG4,,debris fan,Unknown,,Madison,,0,353,Dr. Michalek,0,3680,2960,,4232,919,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.75415,-82.91295,debris fan
Deposit,Geohazards,MT MITCHELL,MM1,,debris fan,Unknown,,Yancey,,0,14,Dr. Michalek,0,3560,3120,,2215,1001,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.81861,-82.28654,debris fan
Deposit,Geohazards,DELLWOOD,DW5,,debris fan,Unknown,,Haywood,,0,227,Dr. Michalek,0,3280,2960,Unmodified,1230,2362,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.52553,-83.08209,debris fan
Deposit,Geohazards,DELLWOOD,DW6,,composite debris fan,Unknown,,Haywood,,0,164,Dr. Michalek,0,4160,3200,Unmodified,6025,3051,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.","Hadley, J.B. and Goldsmith, R., 1963, Geology of the eastern Great Smoky Mountains, North Carolina and Tennessee.  U.S. Geological Survey Professional Paper 349-B, 118 p.",,35.5393,-83.1183,composite debris fan
Deposit,Geohazards,SMOKEMONT,SK1,,block field,Unknown,,Swain,,0,306,Dr. Michalek,0,3560,3040,,1739,2526,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.59534,-83.29212,block field
Deposit,Geohazards,SMOKEMONT,SK2,,block field,Unknown,,Swain,,0,97,Dr. Michalek,0,3270,2800,,2362,1312,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,35.60028,-83.33613,block field
